"Final version: March 17, 2015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supplemental Appendix 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Data used for Figure 2 in Kirchman. 2016.   Growth rates of microbes in the oceans. Annual Review of Marine Science, v.8  doi: 10.1146/annurev-marine-122414-033938",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Growth Rates of Heterotrophic Bacteria Estimated by the Leucine-Biomass Approach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I used production and biomass data as reported in the paper.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"If necessary, the following conversion factors were used:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,C/cell,10 fgC/cell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,leucine conversion,1.5 kgC/mole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Conversion factors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,Growth,Leucine ,C per cell ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Region,Dates,Lat,Lon,Rate (/d),kgC/mol,fgC/cell,Comments,Reference,,,,,,,,,,,,,,,,,,,,,,,,,,,
RossSea,,,-76,0.11,1.50,15.00,AESOPS,"Ducklow, H., C. Carlson, M. Church, D. Kirchman, D. Smith, and G. Steward. 2001. The seasonal development of the bacterioplankton bloom in the Ross Sea, Antarctica 1994-1997. Deep-Sea Res II 48: 4199-4221.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RossSea,,,-76,0.01,1.50,15.00,AESOPS,"Ducklow, H., C. Carlson, M. Church, D. Kirchman, D. Smith, and G. Steward. 2001. The seasonal development of the bacterioplankton bloom in the Ross Sea, Antarctica 1994-1997. Deep-Sea Res II 48: 4199-4221.",,,,,,,,,,,,,,,,,,,,,,,,,,,
RossSea,,,-76,0.02,1.50,15.00,AESOPS,"Ducklow, H., C. Carlson, M. Church, D. Kirchman, D. Smith, and G. Steward. 2001. The seasonal development of the bacterioplankton bloom in the Ross Sea, Antarctica 1994-1997. Deep-Sea Res II 48: 4199-4221.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Sicily strait,"8-9 Jul, 2008",,,0.12,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke et al. unpub; see Pulido-Villena et al. 2012, complete reference given below",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-26.05947,-114.00177,0.09,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-26.05947,-114.00177,0.10,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-26.05947,-114.00177,0.11,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-26.07043,-114.02315,0.08,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-27.77275,-107.28623,0.12,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-28.53627,-104.308,0.10,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-29.2252,-101.48098,0.11,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-30.042,-98.39228,0.07,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-30.78638,-95.4272,0.11,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-31.82388,-91.46046,0.09,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-31.87443,-91.4097,0.10,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-31.87307,-91.43445,0.11,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-32.39545,-86.78242,0.09,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-32.68325,-84.0737,0.10,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-33.02312,-81.20049,0.10,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-33.354,-78.11878,0.14,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-33.9332,-73.36405,0.34,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
South Pacific,Nov-Dec 2004,-34.5368,-72.41227,0.87,1.50,10.00,Integrated,"Van Wambeke, F., I. Obernosterer, T. Moutin, S. Duhamel, O. Ulloa, and H. Claustre. 2008. Heterotrophic bacterial production in the eastern South Pacific: longitudinal trends and coupling with primary production. Biogeosciences 5: 157-169.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Svalbard,Jul,81,55,0.68,3.00,20.00,,"Muller-Niklas, G., and G. J. Herndl. 1996. Dynamics of bacterioplankton during a phytoplankton bloom in the high Arctic waters of the Franz-Joseph Land archipelago. Aquat. Microb. Ecol. 11: 111-118.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyrennian,Sep/99,,,0.09,1.50,10.00,Taken from Pulido-Villena et al. 2012,"Van Wambeke, F., U. Christaki, A. Giannokourou, T. Moutin, and K. Souvemerzoglou. 2002. Longitudinal and vertical trends of bacterial limitation by phosphorus and carbon in the Mediterranean Sea. Microbial. Ecol. 43: 119-133.",,,,,,,,,,,,,,,,,,,,,,,,,,,
Weddell-Scotia,,-50,-61,0.11,3.10,Used biovol*,,"Moran, X. a. G., J. M. Gasol, C. Pedros-Alio, and M. Estrada. 2001. Dissolved and particulate primary production and bacterial production in offshore Antarctic waters during austral summer: coupled or uncoupled? Mar. Ecol. Progr. Ser. 222: 25-39.",,,,,,,,,,,,,,,,,,,,,,,,,,,
West Antarctic Peninsula,Several years,-66,-69.4,0.18,1.50,10.00,,"Ducklow, H. W., O. Schofield, M. Vernet, S. Stammerjohn, and M. Erickson. 2012. Multiscale control of bacterial production by phytoplankton dynamics and sea ice along the western Antarctic Peninsula: A regional and decadal investigation. Journal of Marine Systems 98–99: 26-39.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Mean,0.14,1.50,12.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Cited above for some of the values-->,"Pulido-Villena, E., J.-F. Ghiglione, E. Ortega-Retuerta, F. Van Wambeke, and T. Zohary. 2012. Heterotrophic bacteria in the pelagic realm of the Mediterranean Sea, p. 227-265 In N. Stambler [ed.], Life in the Mediterranean Sea: A Look at Habitat Changes. Nova Science Publishers.",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"*In these studies, bacterial biomass was estimated from biovolume and an assumed C per biovolume conversion factors.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,"With one exception, it wasn't possible to deduce the resulting average C per cell. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
